2023-12-01 00:56:22,Myanmar,1
2023-12-01 00:59:22,Argentina,3
2023-12-01 00:59:22,Armenia,1
2023-12-01 00:59:22,Australia,51
2023-12-01 00:59:22,Austria,11
2023-12-01 00:59:22,Azerbaijan,1
2023-12-01 00:59:22,Bahrain,1
2023-12-01 00:59:22,Bangladesh,1
2023-12-01 00:59:22,Belgium,4
2023-12-01 00:59:22,Bolivia,1
2023-12-01 00:59:22,Brazil,49
2023-12-01 00:59:22,Bulgaria,13
2023-12-01 00:59:22,Cambodia,3
2023-12-01 00:59:22,Canada,109
2023-12-01 00:59:22,Chile,14
2023-12-01 00:59:22,Colombia,7
2023-12-01 00:59:22,Costa Rica,2
2023-12-01 00:59:22,Croatia,1
2023-12-01 00:59:22,Cyprus,3
2023-12-01 00:59:22,Czech Republic,4
2023-12-01 00:59:22,Denmark,5
2023-12-01 00:59:22,Ecuador,1
2023-12-01 00:59:22,Estonia,4
2023-12-01 00:59:22,Finland,27
2023-12-01 00:59:22,France,168
2023-12-01 00:59:22,Germany,263
2023-12-01 00:59:22,Greece,2
2023-12-01 00:59:22,Guatemala,2
2023-12-01 00:59:22,Hong Kong,18
2023-12-01 00:59:22,Hungary,7
2023-12-01 00:59:22,Iceland,1
2023-12-01 00:59:22,India,185
2023-12-01 00:59:22,Indonesia,75
2023-12-01 00:59:22,Iraq,1
2023-12-01 00:59:22,Ireland,5
2023-12-01 00:59:22,Israel,16
2023-12-01 00:59:22,Italy,14
2023-12-01 00:59:22,Japan,53
2023-12-01 00:59:22,Kazakhstan,4
2023-12-01 00:59:22,Latvia,4
2023-12-01 00:59:22,Lithuania,4
2023-12-01 00:59:22,Luxembourg,5
2023-12-01 00:59:22,Macedonia,1
2023-12-01 00:59:22,Malaysia,34
2023-12-01 00:59:22,Mexico,16
2023-12-01 00:59:22,Moldova,6
2023-12-01 00:59:22,Morocco,1
2023-12-01 00:59:22,Netherlands,76
2023-12-01 00:59:22,Nigeria,1
2023-12-01 00:59:22,Norway,11
2023-12-01 00:59:22,Oman,1
2023-12-01 00:59:22,Pakistan,2
2023-12-01 00:59:22,Peru,5
2023-12-01 00:59:22,Philippines,4
2023-12-01 00:59:22,Poland,18
2023-12-01 00:59:22,Portugal,15
2023-12-01 00:59:22,Puerto Rico,2
2023-12-01 00:59:22,Romania,18
2023-12-01 00:59:22,Russia,14
2023-12-01 00:59:22,Saudi Arabia,4
2023-12-01 00:59:22,Serbia,2
2023-12-01 00:59:22,Singapore,197
2023-12-01 00:59:22,Slovakia,1
2023-12-01 00:59:22,Slovenia,1
2023-12-01 00:59:22,South Africa,12
2023-12-01 00:59:22,South Korea,21
2023-12-01 00:59:22,Spain,49
2023-12-01 00:59:22,Sweden,23
2023-12-01 00:59:22,Switzerland,9
2023-12-01 00:59:22,Taiwan,3
2023-12-01 00:59:22,Thailand,3
2023-12-01 00:59:22,Turkey,17
2023-12-01 00:59:22,Ukraine,7
2023-12-01 00:59:22,United Arab Emirates,5
2023-12-01 00:59:22,United Kingdom,130
2023-12-01 00:59:22,United States,723
2023-12-01 00:59:22,Vietnam,6
2023-12-01 01:41:22,Ecuador,1
2023-12-01 01:53:22,Myanmar,1
2023-12-01 01:59:22,Argentina,3
2023-12-01 01:59:22,Armenia,1
2023-12-01 01:59:22,Australia,51
2023-12-01 01:59:22,Austria,11
2023-12-01 01:59:22,Azerbaijan,1
2023-12-01 01:59:22,Bahrain,1
2023-12-01 01:59:22,Bangladesh,1
2023-12-01 01:59:22,Belgium,4
2023-12-01 01:59:22,Bolivia,1
2023-12-01 01:59:22,Brazil,48
2023-12-01 01:59:22,Bulgaria,13
2023-12-01 01:59:22,Cambodia,3
2023-12-01 01:59:22,Canada,109
2023-12-01 01:59:22,Chile,14
2023-12-01 01:59:22,Colombia,7
2023-12-01 01:59:22,Costa Rica,2
2023-12-01 01:59:22,Croatia,1
2023-12-01 01:59:22,Cyprus,3
2023-12-01 01:59:22,Czech Republic,4
2023-12-01 01:59:22,Denmark,5
2023-12-01 01:59:22,Estonia,4
2023-12-01 01:59:22,Finland,27
2023-12-01 01:59:22,France,168
2023-12-01 01:59:22,Germany,263
2023-12-01 01:59:22,Greece,2
2023-12-01 01:59:22,Guatemala,2
2023-12-01 01:59:22,Hong Kong,18
2023-12-01 01:59:22,Hungary,7
2023-12-01 01:59:22,Iceland,1
2023-12-01 01:59:22,India,185
2023-12-01 01:59:22,Indonesia,75
2023-12-01 01:59:22,Iraq,1
2023-12-01 01:59:22,Ireland,5
2023-12-01 01:59:22,Israel,16
2023-12-01 01:59:22,Italy,14
2023-12-01 01:59:22,Japan,54
2023-12-01 01:59:22,Kazakhstan,4
2023-12-01 01:59:22,Latvia,4
2023-12-01 01:59:22,Lithuania,4
2023-12-01 01:59:22,Luxembourg,5
2023-12-01 01:59:22,Macedonia,1
2023-12-01 01:59:22,Malaysia,34
2023-12-01 01:59:22,Mexico,16
2023-12-01 01:59:22,Moldova,6
2023-12-01 01:59:22,Morocco,1
2023-12-01 01:59:22,Netherlands,76
2023-12-01 01:59:22,Nigeria,1
2023-12-01 01:59:22,Norway,11
2023-12-01 01:59:22,Oman,1
2023-12-01 01:59:22,Pakistan,2
2023-12-01 01:59:22,Peru,5
2023-12-01 01:59:22,Philippines,4
2023-12-01 01:59:22,Poland,17
2023-12-01 01:59:22,Portugal,15
2023-12-01 01:59:22,Puerto Rico,2
2023-12-01 01:59:22,Romania,18
2023-12-01 01:59:22,Russia,14
2023-12-01 01:59:22,Saudi Arabia,4
