Argentina,16,211.19155858429997,20172242790106.0
Australia,227,635.1149727116999,17736573376567.0
Austria,15,131.08370683959998,2436152265622.0
Bahrain,7,46.4353054816,1765784278285.0
Bangladesh,2,17.8569790361,598415584521.0
Belgium,10,77.3009357426,4415947771744.0
Bolivia,1,12.4206656126,1789133397723.0
Brazil,82,1295.5106939396,84717079673799.0
Bulgaria,38,395.7137038997,22765568729940.0
Cambodia,6,56.100019329599995,1682118006760.0
Canada,256,1481.4965185634,53838755417711.0
Chile,104,688.0124386596999,35230745995286.0
Colombia,59,370.4554555656,34470067906884.0
Costa Rica,5,102.46882236709999,8715545307876.0
Croatia,4,63.5448339133,2123181145900.0
Cyprus,12,77.16919567580001,2247636815149.0
Czech Republic,3,59.7292589979,1692422614656.0
Denmark,8,98.38282153819999,2585545300458.0
Ecuador,10,93.97197927510001,9951249367671.0
Estonia,12,43.99190917460001,484093163857.0
Finland,33,143.22033613629998,2222436143630.0
France,301,1578.1575349349996,35446851705282.0
Germany,401,1220.7055397948998,26626312444506.0
Greece,6,36.640530525,934173085235.0
Guatemala,7,108.4792966786,12536761287598.0
Hong Kong,23,156.9313023239,6065004794976.0
Hungary,5,112.9744936192,4498034114314.0
India,221,1907.2212817218997,93778947439912.0
Indonesia,327,2555.1678301828006,220641077737464.0
Iraq,1,16.6832778996,800852970713.0
Ireland,20,119.75972880980002,4892661628975.0
Israel,28,136.7894334642,4234098819318.0
Italy,38,259.99656059290004,8354941110295.0
Japan,81,384.4602511823,14853148402522.0
Kazakhstan,3,31.810283379199998,1442163430577.0
Latvia,7,36.12055130750001,657354762872.0
Lithuania,18,59.66156567029999,1201909684892.0
Luxembourg,9,64.1879253623,836951148684.0
Macedonia,4,70.8063531925,2354998819195.0
Malaysia,70,433.89993918740004,25593221520993.0
Mexico,74,795.2841065936999,54870489568594.0
Moldova,9,57.4373874469,1188504713354.0
Morocco,2,24.9289496822,2147288481339.0
Myanmar,2,9.8652726966,264157637199.0
Nepal,2,12.3900803111,224710100258.0
Netherlands,232,631.1278910547,13777943368032.0
Nigeria,1,5.986769778700001,945134110804.0
Norway,12,94.0230635142,1742347788552.0
Oman,3,26.930105716200003,827897899581.9999
Pakistan,3,23.9196683254,438311905726.0
Peru,18,376.4052744140001,36958152003303.0
Philippines,10,83.2633805486,3712898853576.0
Poland,30,133.4743406783,2531536056361.0
Portugal,61,250.02556265929996,8515117410317.0
Puerto Rico,3,49.2936875259,7635199471467.0
Qatar,1,20.470453721,830225362551.0
Romania,33,253.02775038029998,8541583988197.0
Russia,27,274.67180301789995,11406827493396.0
Saudi Arabia,12,72.3426351019,2481810289258.0
Serbia,10,156.96410326120002,6839463964590.0
Singapore,234,2143.423564091,59019942874079.0
Slovakia,1,,367813936137.0
Slovenia,4,38.2828637815,843586088652.0
South Africa,32,291.1460482777,17280794892726.0
South Korea,72,107.84322450349998,2839174927836.0
Spain,87,978.9192776526002,62367948414878.0
Sweden,39,147.055508564,1939874751985.0
Switzerland,19,99.6939974797,2311096930949.0
Taiwan,5,71.99909009310001,3249528825067.0
Thailand,4,63.123910128700004,1644878651618.0
Turkey,55,478.5785241943001,27561681309602.0
Ukraine,19,90.01356577499999,2073610571283.0
United Arab Emirates,28,244.54256667699997,13916396212972.0
United Kingdom,351,1711.0858929351994,59271384125382.0
United States,2932,5796.933637297502,226392797981525.0
Vietnam,7,72.5749527902,3342702357840.0
